province_state,country_region,date,confirmed,deaths,recovered,active
Hainan,China,2020-12-01,171,6,165,0
Hebei,China,2020-12-01,373,6,366,1
Anhui,China,2022-07-02,1170,6,,
Chongqing,China,2022-07-02,740,6,,
Hainan,China,2022-07-02,291,6,,
Anhui,China,2020-07-10,991,6,985,0
Chongqing,China,2020-07-10,582,6,575,1
Hainan,China,2020-07-10,171,6,165,0
Hebei,China,2020-07-10,349,6,339,4
Anhui,China,2020-04-25,991,6,985,0
Chongqing,China,2020-04-25,579,6,573,0
Hainan,China,2020-04-25,168,6,162,0
Hebei,China,2020-04-25,328,6,318,4
Anhui,China,2022-01-09,1009,6,,
Chongqing,China,2022-01-09,611,6,,
Hainan,China,2022-01-09,190,6,,
Anhui,China,2020-11-25,992,6,985,1
Chongqing,China,2020-11-25,590,6,583,1
Hainan,China,2020-11-25,171,6,165,0
Hebei,China,2020-11-25,373,6,366,1
Anhui,China,2021-07-17,1008,6,998,4
Chongqing,China,2021-07-17,601,6,592,3
Hainan,China,2021-07-17,188,6,181,1
Anhui,China,2022-08-19,1504,6,,
Chongqing,China,2022-08-19,835,6,,
Hainan,China,2022-08-19,7030,6,,
Macau,China,2022-08-19,793,6,,
Anhui,China,2021-06-09,1004,6,998,0
Chongqing,China,2021-06-09,598,6,587,5
Hainan,China,2021-06-09,188,6,181,1
Anhui,China,2022-01-15,1009,6,,
Chongqing,China,2022-01-15,611,6,,
Hainan,China,2022-01-15,190,6,,
Anhui,China,2021-12-17,1009,6,,
Chongqing,China,2021-12-17,610,6,,
Hainan,China,2021-12-17,190,6,,
Anhui,China,2021-01-17,993,6,987,0
Chongqing,China,2021-01-17,591,6,584,1
Hainan,China,2021-01-17,171,6,165,0
Anhui,China,2022-04-05,1047,6,,
Chongqing,China,2022-04-05,692,6,,
Hainan,China,2022-04-05,226,6,,
Anhui,China,2020-12-11,992,6,986,0
Chongqing,China,2020-12-11,590,6,583,1
Hainan,China,2020-12-11,171,6,165,0
Hebei,China,2020-12-11,373,6,367,0
Anhui,China,2020-08-15,991,6,985,0
Chongqing,China,2020-08-15,583,6,577,0
Hainan,China,2020-08-15,171,6,165,0
Hebei,China,2020-08-15,351,6,343,2
Anhui,China,2020-06-09,991,6,985,0
Chongqing,China,2020-06-09,579,6,573,0
Hainan,China,2020-06-09,170,6,162,2
Hebei,China,2020-06-09,328,6,322,0
Anhui,China,2021-07-24,1008,6,1000,2
Chongqing,China,2021-07-24,601,6,592,3
Hainan,China,2021-07-24,188,6,181,1
Anhui,China,2022-09-05,1506,6,,
Chongqing,China,2022-09-05,1005,6,,
Hainan,China,2022-09-05,8926,6,,
Macau,China,2022-09-05,793,6,,
Anhui,China,2021-01-16,993,6,987,0
Chongqing,China,2021-01-16,591,6,584,1
Hainan,China,2021-01-16,171,6,165,0
Anhui,China,2022-03-31,1037,6,,
Chongqing,China,2022-03-31,691,6,,
Hainan,China,2022-03-31,196,6,,
Anhui,China,2022-01-22,1009,6,,
Chongqing,China,2022-01-22,611,6,,
Hainan,China,2022-01-22,190,6,,
Anhui,China,2020-06-06,991,6,985,0
Chongqing,China,2020-06-06,579,6,573,0
Hainan,China,2020-06-06,170,6,162,2
Hebei,China,2020-06-06,328,6,322,0
Anhui,China,2020-10-20,991,6,985,0
Chongqing,China,2020-10-20,587,6,579,2
Hainan,China,2020-10-20,171,6,165,0
Hebei,China,2020-10-20,368,6,358,4
Anhui,China,2022-04-12,1056,6,,
Chongqing,China,2022-04-12,693,6,,
Hainan,China,2022-04-12,280,6,,
Anhui,China,2021-02-24,994,6,988,0
Chongqing,China,2021-02-24,591,6,585,0
Hainan,China,2021-02-24,171,6,165,0
Anhui,China,2020-04-15,991,6,984,1
Chongqing,China,2020-04-15,579,6,570,3
Hainan,China,2020-04-15,168,6,162,0
Hebei,China,2020-04-15,327,6,314,7
Anhui,China,2021-04-06,994,6,988,0
Chongqing,China,2021-04-06,591,6,585,0
Hainan,China,2021-04-06,171,6,165,0
Anhui,China,2022-11-29,1614,6,,
Hainan,China,2022-11-29,9092,6,,
Macau,China,2022-11-29,799,6,,
Anhui,China,2022-06-21,1065,6,,
Chongqing,China,2022-06-21,721,6,,
Hainan,China,2022-06-21,288,6,,
Anhui,China,2020-08-28,991,6,985,0
Chongqing,China,2020-08-28,583,6,577,0
Hainan,China,2020-08-28,171,6,165,0
Hebei,China,2020-08-28,362,6,343,13
Anhui,China,2022-11-08,1539,6,,
Chongqing,China,2022-11-08,1797,6,,
Hainan,China,2022-11-08,8983,6,,
Macau,China,2022-11-08,795,6,,
Anhui,China,2022-06-15,1065,6,,
Chongqing,China,2022-06-15,720,6,,
Hainan,China,2022-06-15,288,6,,
Anhui,China,2020-12-27,993,6,986,1
Chongqing,China,2020-12-27,590,6,584,0
Hainan,China,2020-12-27,171,6,165,0
Hebei,China,2020-12-27,373,6,367,0
Anhui,China,2022-09-11,1506,6,,
Chongqing,China,2022-09-11,1013,6,,
Hainan,China,2022-09-11,8944,6,,
Macau,China,2022-09-11,793,6,,
Anhui,China,2020-07-03,991,6,985,0
Chongqing,China,2020-07-03,582,6,574,2
Hainan,China,2020-07-03,171,6,165,0
Hebei,China,2020-07-03,349,6,336,7
Anhui,China,2021-10-03,1008,6,,
Chongqing,China,2021-10-03,603,6,,
Hainan,China,2021-10-03,190,6,,
Anhui,China,2020-10-23,991,6,985,0
Chongqing,China,2020-10-23,589,6,579,4
Hainan,China,2020-10-23,171,6,165,0
Hebei,China,2020-10-23,368,6,359,3
Anhui,China,2020-06-03,991,6,985,0
Chongqing,China,2020-06-03,579,6,573,0
Hainan,China,2020-06-03,169,6,163,0
Hebei,China,2020-06-03,328,6,322,0
Anhui,China,2020-12-23,992,6,986,0
Chongqing,China,2020-12-23,590,6,584,0
Hainan,China,2020-12-23,171,6,165,0
Hebei,China,2020-12-23,373,6,367,0
Anhui,China,2020-04-03,990,6,984,0
Chongqing,China,2020-04-03,579,6,570,3
Hainan,China,2020-04-03,168,6,162,0
Hebei,China,2020-04-03,326,6,310,10
Shanghai,China,2020-04-03,526,6,348,172
Anhui,China,2021-01-07,993,6,986,1
Chongqing,China,2021-01-07,590,6,584,0
Hainan,China,2021-01-07,171,6,165,0
Hebei,China,2021-01-07,498,6,367,125
Anhui,China,2022-02-12,1009,6,,
Chongqing,China,2022-02-12,613,6,,
Hainan,China,2022-02-12,190,6,,
Anhui,China,2022-10-29,1537,6,,
Chongqing,China,2022-10-29,1319,6,,
Hainan,China,2022-10-29,8979,6,,
Macau,China,2022-10-29,793,6,,
Anhui,China,2021-09-15,1008,6,,
Chongqing,China,2021-09-15,603,6,,
Hainan,China,2021-09-15,190,6,,
Anhui,China,2021-07-27,1008,6,1002,0
Chongqing,China,2021-07-27,601,6,593,2
Hainan,China,2021-07-27,188,6,181,1
Anhui,China,2022-03-07,1013,6,,
Chongqing,China,2022-03-07,624,6,,
Hainan,China,2022-03-07,193,6,,
Anhui,China,2020-10-15,991,6,985,0
Chongqing,China,2020-10-15,586,6,578,2
Hainan,China,2020-10-15,171,6,165,0
Hebei,China,2020-10-15,368,6,358,4
Anhui,China,2022-06-20,1065,6,,
Chongqing,China,2022-06-20,721,6,,
Hainan,China,2022-06-20,288,6,,
Anhui,China,2021-04-05,994,6,988,0
Chongqing,China,2021-04-05,591,6,585,0
Hainan,China,2021-04-05,171,6,165,0
Anhui,China,2021-08-05,1008,6,,
Chongqing,China,2021-08-05,603,6,,
Hainan,China,2021-08-05,190,6,,
Anhui,China,2020-11-28,992,6,986,0
Chongqing,China,2020-11-28,590,6,583,1
Hainan,China,2020-11-28,171,6,165,0
Hebei,China,2020-11-28,373,6,366,1
Anhui,China,2020-06-11,991,6,985,0
Chongqing,China,2020-06-11,579,6,573,0
Hainan,China,2020-06-11,170,6,162,2
Hebei,China,2020-06-11,328,6,322,0
Anhui,China,2020-05-11,991,6,985,0
Chongqing,China,2020-05-11,579,6,573,0
Hainan,China,2020-05-11,168,6,162,0
Hebei,China,2020-05-11,328,6,321,1
Anhui,China,2021-12-30,1009,6,,
Chongqing,China,2021-12-30,611,6,,
Hainan,China,2021-12-30,190,6,,
Anhui,China,2022-05-10,1065,6,,
Chongqing,China,2022-05-10,703,6,,
Hainan,China,2022-05-10,288,6,,
Anhui,China,2021-01-30,994,6,987,1
Chongqing,China,2021-01-30,591,6,584,1
Hainan,China,2021-01-30,171,6,165,0
Anhui,China,2021-02-17,994,6,988,0
Chongqing,China,2021-02-17,591,6,585,0
Hainan,China,2021-02-17,171,6,165,0
Anhui,China,2021-06-17,1004,6,998,0
Chongqing,China,2021-06-17,598,6,589,3
Hainan,China,2021-06-17,188,6,181,1
Anhui,China,2021-09-30,1008,6,,
Chongqing,China,2021-09-30,603,6,,
Hainan,China,2021-09-30,190,6,,
Anhui,China,2021-03-20,994,6,988,0
Chongqing,China,2021-03-20,591,6,585,0
Hainan,China,2021-03-20,171,6,165,0
Anhui,China,2022-01-19,1009,6,,
Chongqing,China,2022-01-19,611,6,,
Hainan,China,2022-01-19,190,6,,
Anhui,China,2022-10-31,1537,6,,
Chongqing,China,2022-10-31,1352,6,,
Hainan,China,2022-10-31,8979,6,,
Macau,China,2022-10-31,793,6,,
Anhui,China,2022-09-17,1506,6,,
Chongqing,China,2022-09-17,1024,6,,
Hainan,China,2022-09-17,8951,6,,
Macau,China,2022-09-17,793,6,,
Anhui,China,2021-04-29,994,6,988,0
Chongqing,China,2021-04-29,596,6,585,5
Hainan,China,2021-04-29,188,6,165,17
Anhui,China,2021-09-29,1008,6,,
Chongqing,China,2021-09-29,603,6,,
Hainan,China,2021-09-29,190,6,,
Anhui,China,2022-05-09,1065,6,,
Chongqing,China,2022-05-09,703,6,,
Hainan,China,2022-05-09,288,6,,
Anhui,China,2022-08-09,1504,6,,
Chongqing,China,2022-08-09,806,6,,
Hainan,China,2022-08-09,1608,6,,
Macau,China,2022-08-09,791,6,,
Anhui,China,2021-12-07,1008,6,,
Chongqing,China,2021-12-07,610,6,,
Hainan,China,2021-12-07,190,6,,
Anhui,China,2020-08-11,991,6,985,0
Chongqing,China,2020-08-11,583,6,577,0
Hainan,China,2020-08-11,171,6,165,0
Hebei,China,2020-08-11,350,6,343,1
Anhui,China,2020-11-15,992,6,985,1
Chongqing,China,2020-11-15,589,6,582,1
Hainan,China,2020-11-15,171,6,165,0
Hebei,China,2020-11-15,373,6,362,5
Anhui,China,2021-07-10,1008,6,998,4
Chongqing,China,2021-07-10,601,6,592,3
Hainan,China,2021-07-10,188,6,181,1
Anhui,China,2020-09-16,991,6,985,0
Chongqing,China,2020-09-16,584,6,577,1
Hainan,China,2020-09-16,171,6,165,0
Hebei,China,2020-09-16,365,6,356,3
Anhui,China,2020-06-07,991,6,985,0
Chongqing,China,2020-06-07,579,6,573,0
Hainan,China,2020-06-07,170,6,162,2
Hebei,China,2020-06-07,328,6,322,0
Anhui,China,2022-01-17,1009,6,,
Chongqing,China,2022-01-17,611,6,,
Hainan,China,2022-01-17,190,6,,
Anhui,China,2021-06-02,1004,6,997,1
Chongqing,China,2021-06-02,598,6,586,6
Hainan,China,2021-06-02,188,6,181,1
Anhui,China,2020-05-28,991,6,985,0
Chongqing,China,2020-05-28,579,6,573,0
Hainan,China,2020-05-28,169,6,162,1
Hebei,China,2020-05-28,328,6,322,0
Anhui,China,2021-12-31,1009,6,,
Chongqing,China,2021-12-31,611,6,,
Hainan,China,2021-12-31,190,6,,
Anhui,China,2020-07-28,991,6,985,0
Chongqing,China,2020-07-28,583,6,577,0
Hainan,China,2020-07-28,171,6,165,0
Hebei,China,2020-07-28,349,6,343,0
Anhui,China,2021-06-18,1004,6,998,0
Chongqing,China,2021-06-18,598,6,589,3
Hainan,China,2021-06-18,188,6,181,1
Anhui,China,2020-11-27,992,6,986,0
Chongqing,China,2020-11-27,590,6,583,1
Hainan,China,2020-11-27,171,6,165,0
Hebei,China,2020-11-27,373,6,366,1
Anhui,China,2020-10-16,991,6,985,0
Chongqing,China,2020-10-16,586,6,578,2
Hainan,China,2020-10-16,171,6,165,0
Hebei,China,2020-10-16,368,6,358,4
Anhui,China,2022-01-18,1009,6,,
Chongqing,China,2022-01-18,611,6,,
Hainan,China,2022-01-18,190,6,,
Anhui,China,2021-07-26,1008,6,1002,0
Chongqing,China,2021-07-26,601,6,592,3
Hainan,China,2021-07-26,188,6,181,1
Anhui,China,2020-06-23,991,6,985,0
Chongqing,China,2020-06-23,582,6,573,3
Hainan,China,2020-06-23,171,6,163,2
Hebei,China,2020-06-23,348,6,323,19
Hong Kong,China,2020-06-23,1177,6,1083,88
Anhui,China,2021-01-08,993,6,986,1
Chongqing,China,2021-01-08,590,6,584,0
Hainan,China,2021-01-08,171,6,165,0
Hebei,China,2021-01-08,512,6,367,139
Anhui,China,2020-12-16,992,6,986,0
Chongqing,China,2020-12-16,590,6,584,0
Hainan,China,2020-12-16,171,6,165,0
Hebei,China,2020-12-16,373,6,367,0
Anhui,China,2022-03-06,1013,6,,
Chongqing,China,2022-03-06,624,6,,
Hainan,China,2022-03-06,193,6,,
Anhui,China,2022-03-23,1024,6,,
Chongqing,China,2022-03-23,687,6,,
Hainan,China,2022-03-23,193,6,,
Anhui,China,2021-04-04,994,6,988,0
Chongqing,China,2021-04-04,591,6,585,0
Hainan,China,2021-04-04,171,6,165,0
Anhui,China,2021-12-08,1008,6,,
Chongqing,China,2021-12-08,610,6,,
Hainan,China,2021-12-08,190,6,,
Anhui,China,2021-04-03,994,6,988,0
Chongqing,China,2021-04-03,591,6,585,0
Hainan,China,2021-04-03,171,6,165,0
Anhui,China,2020-04-29,991,6,985,0
Chongqing,China,2020-04-29,579,6,573,0
Hainan,China,2020-04-29,168,6,162,0
Hebei,China,2020-04-29,328,6,318,4
Anhui,China,2022-06-18,1065,6,,
Chongqing,China,2022-06-18,721,6,,
Hainan,China,2022-06-18,288,6,,
Anhui,China,2022-04-18,1060,6,,
Chongqing,China,2022-04-18,694,6,,
Hainan,China,2022-04-18,285,6,,
Anhui,China,2021-10-16,1008,6,,
Chongqing,China,2021-10-16,603,6,,
Hainan,China,2021-10-16,190,6,,
Anhui,China,2021-06-03,1004,6,997,1
Chongqing,China,2021-06-03,598,6,586,6
Hainan,China,2021-06-03,188,6,181,1
Anhui,China,2022-02-26,1011,6,,
Chongqing,China,2022-02-26,616,6,,
Hainan,China,2022-02-26,190,6,,
Anhui,China,2021-09-01,1008,6,,
Chongqing,China,2021-09-01,603,6,,
Hainan,China,2021-09-01,190,6,,
Anhui,China,2022-09-16,1506,6,,
Chongqing,China,2022-09-16,1024,6,,
Hainan,China,2022-09-16,8946,6,,
Macau,China,2022-09-16,793,6,,
Anhui,China,2021-07-28,1008,6,1002,0
Chongqing,China,2021-07-28,601,6,593,2
Hainan,China,2021-07-28,188,6,181,1
Anhui,China,2020-09-19,991,6,985,0
Chongqing,China,2020-09-19,584,6,577,1
Hainan,China,2020-09-19,171,6,165,0
Hebei,China,2020-09-19,365,6,356,3
Anhui,China,2022-10-16,1514,6,,
Chongqing,China,2022-10-16,1245,6,,
Hainan,China,2022-10-16,8979,6,,
Macau,China,2022-10-16,793,6,,
Anhui,China,2022-03-08,1013,6,,
Chongqing,China,2022-03-08,624,6,,
Hainan,China,2022-03-08,193,6,,
Anhui,China,2020-06-04,991,6,985,0
Chongqing,China,2020-06-04,579,6,573,0
Hainan,China,2020-06-04,169,6,163,0
Hebei,China,2020-06-04,328,6,322,0
Anhui,China,2020-12-30,993,6,986,1
Chongqing,China,2020-12-30,590,6,584,0
Hainan,China,2020-12-30,171,6,165,0
Hebei,China,2020-12-30,373,6,367,0
Anhui,China,2020-04-19,991,6,984,1
Chongqing,China,2020-04-19,579,6,570,3
Hainan,China,2020-04-19,168,6,162,0
Hebei,China,2020-04-19,328,6,316,6
Anhui,China,2022-07-28,1504,6,,
Chongqing,China,2022-07-28,784,6,,
Hainan,China,2022-07-28,326,6,,
Macau,China,2022-07-28,789,6,,
Anhui,China,2022-02-11,1009,6,,
Chongqing,China,2022-02-11,613,6,,
Hainan,China,2022-02-11,190,6,,
Anhui,China,2021-01-05,993,6,986,1
Chongqing,China,2021-01-05,590,6,584,0
Hainan,China,2021-01-05,171,6,165,0
Hebei,China,2021-01-05,412,6,367,39
Anhui,China,2021-11-26,1008,6,,
Chongqing,China,2021-11-26,610,6,,
Hainan,China,2021-11-26,190,6,,
Anhui,China,2020-08-14,991,6,985,0
Chongqing,China,2020-08-14,583,6,577,0
Hainan,China,2020-08-14,171,6,165,0
Hebei,China,2020-08-14,351,6,343,2
Anhui,China,2022-11-10,1540,6,,
Chongqing,China,2022-11-10,2034,6,,
Hainan,China,2022-11-10,8983,6,,
Macau,China,2022-11-10,795,6,,
Anhui,China,2021-03-21,994,6,988,0
Chongqing,China,2021-03-21,591,6,585,0
Hainan,China,2021-03-21,171,6,165,0
Anhui,China,2022-06-06,1065,6,,
Chongqing,China,2022-06-06,713,6,,
Hainan,China,2022-06-06,288,6,,
Anhui,China,2020-10-19,991,6,985,0
Chongqing,China,2020-10-19,587,6,578,3
Hainan,China,2020-10-19,171,6,165,0
Hebei,China,2020-10-19,368,6,358,4
Anhui,China,2021-12-04,1008,6,,
Chongqing,China,2021-12-04,610,6,,
Hainan,China,2021-12-04,190,6,,
Anhui,China,2020-07-14,991,6,985,0
Chongqing,China,2020-07-14,583,6,576,1
Hainan,China,2020-07-14,171,6,165,0
Hebei,China,2020-07-14,349,6,340,3
Anhui,China,2022-03-28,1033,6,,
Chongqing,China,2022-03-28,688,6,,
Hainan,China,2022-03-28,193,6,,
Anhui,China,2022-05-01,1065,6,,
Chongqing,China,2022-05-01,698,6,,
Hainan,China,2022-05-01,288,6,,
Anhui,China,2020-11-19,992,6,985,1
Chongqing,China,2020-11-19,590,6,583,1
Hainan,China,2020-11-19,171,6,165,0
Hebei,China,2020-11-19,373,6,363,4
Anhui,China,2022-01-28,1009,6,,
Chongqing,China,2022-01-28,613,6,,
Hainan,China,2022-01-28,190,6,,
Anhui,China,2021-07-21,1008,6,1000,2
Chongqing,China,2021-07-21,601,6,592,3
Hainan,China,2021-07-21,188,6,181,1
Anhui,China,2022-11-18,1566,6,,
Chongqing,China,2022-11-18,3313,6,,
Hainan,China,2022-11-18,9003,6,,
Macau,China,2022-11-18,795,6,,
Anhui,China,2021-06-26,1004,6,998,0
Chongqing,China,2021-06-26,598,6,591,1
Hainan,China,2021-06-26,188,6,181,1
Anhui,China,2020-04-14,991,6,984,1
Chongqing,China,2020-04-14,579,6,570,3
Hainan,China,2020-04-14,168,6,162,0
Hebei,China,2020-04-14,327,6,314,7
Anhui,China,2022-02-06,1009,6,,
Chongqing,China,2022-02-06,613,6,,
Hainan,China,2022-02-06,190,6,,
Anhui,China,2020-12-02,992,6,986,0
Chongqing,China,2020-12-02,590,6,583,1
Hainan,China,2020-12-02,171,6,165,0
Hebei,China,2020-12-02,373,6,366,1
Anhui,China,2021-11-30,1008,6,,
Chongqing,China,2021-11-30,610,6,,
Hainan,China,2021-11-30,190,6,,
Anhui,China,2022-09-21,1506,6,,
Chongqing,China,2022-09-21,1029,6,,
Hainan,China,2022-09-21,8954,6,,
Macau,China,2022-09-21,793,6,,
Anhui,China,2020-10-17,991,6,985,0
Chongqing,China,2020-10-17,586,6,578,2
Hainan,China,2020-10-17,171,6,165,0
Hebei,China,2020-10-17,368,6,358,4
Anhui,China,2022-07-05,1332,6,,
Chongqing,China,2022-07-05,745,6,,
Hainan,China,2022-07-05,292,6,,
Anhui,China,2021-09-24,1008,6,,
Chongqing,China,2021-09-24,603,6,,
Hainan,China,2021-09-24,190,6,,
Anhui,China,2021-11-03,1008,6,,
Chongqing,China,2021-11-03,609,6,,
Hainan,China,2021-11-03,190,6,,
Anhui,China,2022-03-13,1017,6,,
Chongqing,China,2022-03-13,642,6,,
Hainan,China,2022-03-13,193,6,,
Anhui,China,2021-03-16,994,6,988,0
Chongqing,China,2021-03-16,591,6,585,0
Hainan,China,2021-03-16,171,6,165,0
Anhui,China,2020-07-24,991,6,985,0
Chongqing,China,2020-07-24,583,6,576,1
Hainan,China,2020-07-24,171,6,165,0
Hebei,China,2020-07-24,349,6,342,1
Anhui,China,2022-07-20,1487,6,,
Chongqing,China,2022-07-20,764,6,,
Hainan,China,2022-07-20,326,6,,
Anhui,China,2020-04-24,991,6,985,0
Chongqing,China,2020-04-24,579,6,573,0
Hainan,China,2020-04-24,168,6,162,0
Hebei,China,2020-04-24,328,6,318,4
Anhui,China,2021-08-14,1008,6,,
Chongqing,China,2021-08-14,603,6,,
Hainan,China,2021-08-14,190,6,,
Anhui,China,2021-12-28,1009,6,,
Chongqing,China,2021-12-28,611,6,,
Hainan,China,2021-12-28,190,6,,
Anhui,China,2022-05-04,1065,6,,
Chongqing,China,2022-05-04,699,6,,
Hainan,China,2022-05-04,288,6,,
Anhui,China,2020-07-27,991,6,985,0
Chongqing,China,2020-07-27,583,6,576,1
Hainan,China,2020-07-27,171,6,165,0
Hebei,China,2020-07-27,349,6,343,0
Anhui,China,2022-01-12,1009,6,,
Chongqing,China,2022-01-12,611,6,,
Hainan,China,2022-01-12,190,6,,
Anhui,China,2020-04-27,991,6,985,0
Chongqing,China,2020-04-27,579,6,573,0
Hainan,China,2020-04-27,168,6,162,0
Hebei,China,2020-04-27,328,6,318,4
Anhui,China,2021-02-06,994,6,988,0
Chongqing,China,2021-02-06,591,6,585,0
Hainan,China,2021-02-06,171,6,165,0
Anhui,China,2020-05-16,991,6,985,0
Chongqing,China,2020-05-16,579,6,573,0
Hainan,China,2020-05-16,169,6,162,1
Hebei,China,2020-05-16,328,6,321,1
Anhui,China,2021-04-22,994,6,988,0
Chongqing,China,2021-04-22,593,6,585,2
Hainan,China,2021-04-22,187,6,165,16
Anhui,China,2022-01-25,1009,6,,
Chongqing,China,2022-01-25,612,6,,
Hainan,China,2022-01-25,190,6,,
Anhui,China,2020-06-22,991,6,985,0
Chongqing,China,2020-06-22,582,6,573,3
Hainan,China,2020-06-22,171,6,163,2
Hebei,China,2020-06-22,346,6,323,17
Anhui,China,2022-08-15,1504,6,,
Chongqing,China,2022-08-15,818,6,,
Hainan,China,2022-08-15,5142,6,,
Macau,China,2022-08-15,792,6,,
Anhui,China,2020-10-04,991,6,985,0
Chongqing,China,2020-10-04,585,6,578,1
Hainan,China,2020-10-04,171,6,165,0
Hebei,China,2020-10-04,365,6,358,1
Anhui,China,2020-11-10,992,6,985,1
Chongqing,China,2020-11-10,589,6,582,1
Hainan,China,2020-11-10,171,6,165,0
Hebei,China,2020-11-10,373,6,361,6
Anhui,China,2022-10-24,1527,6,,
Chongqing,China,2022-10-24,1274,6,,
Hainan,China,2022-10-24,8979,6,,
Macau,China,2022-10-24,793,6,,
Anhui,China,2021-09-09,1008,6,,
Chongqing,China,2021-09-09,603,6,,
Hainan,China,2021-09-09,190,6,,
Anhui,China,2020-05-30,991,6,985,0
Chongqing,China,2020-05-30,579,6,573,0
Hainan,China,2020-05-30,169,6,163,0
Hebei,China,2020-05-30,328,6,322,0
Anhui,China,2021-03-01,994,6,988,0
Chongqing,China,2021-03-01,591,6,585,0
Hainan,China,2021-03-01,171,6,165,0
Chongqing,China,2020-03-22,577,6,570,1
Hebei,China,2020-03-22,319,6,310,3
Hainan,China,2020-03-22,168,6,161,1
Anhui,China,2020-03-22,990,6,984,0
Anhui,China,2022-11-02,1538,6,,
Chongqing,China,2022-11-02,1385,6,,
Hainan,China,2022-11-02,8979,6,,
Macau,China,2022-11-02,795,6,,
Anhui,China,2021-01-13,993,6,987,0
Chongqing,China,2021-01-13,590,6,584,0
Hainan,China,2021-01-13,171,6,165,0
Anhui,China,2021-12-13,1008,6,,
Chongqing,China,2021-12-13,610,6,,
Hainan,China,2021-12-13,190,6,,
Anhui,China,2021-07-08,1008,6,998,4
Chongqing,China,2021-07-08,601,6,591,4
Hainan,China,2021-07-08,188,6,181,1
Anhui,China,2020-08-29,991,6,985,0
Chongqing,China,2020-08-29,583,6,577,0
Hainan,China,2020-08-29,171,6,165,0
Hebei,China,2020-08-29,362,6,343,13
Anhui,China,2022-05-19,1065,6,,
Chongqing,China,2022-05-19,708,6,,
Hainan,China,2022-05-19,288,6,,
Anhui,China,2021-02-20,994,6,988,0
Chongqing,China,2021-02-20,591,6,585,0
Hainan,China,2021-02-20,171,6,165,0
Anhui,China,2021-01-12,993,6,987,0
Chongqing,China,2021-01-12,590,6,584,0
Hainan,China,2021-01-12,171,6,165,0
Hebei,China,2021-01-12,770,6,367,397
Anhui,China,2021-08-29,1008,6,,
Chongqing,China,2021-08-29,603,6,,
Hainan,China,2021-08-29,190,6,,
Anhui,China,2020-05-26,991,6,985,0
Chongqing,China,2020-05-26,579,6,573,0
Hainan,China,2020-05-26,169,6,162,1
Hebei,China,2020-05-26,328,6,322,0
Anhui,China,2020-05-20,991,6,985,0
Chongqing,China,2020-05-20,579,6,573,0
Hainan,China,2020-05-20,169,6,162,1
Hebei,China,2020-05-20,328,6,322,0
Anhui,China,2022-01-27,1009,6,,
Chongqing,China,2022-01-27,612,6,,
Hainan,China,2022-01-27,190,6,,
Anhui,China,2021-07-20,1008,6,999,3
Chongqing,China,2021-07-20,601,6,592,3
Hainan,China,2021-07-20,188,6,181,1
Anhui,China,2022-09-09,1506,6,,
Chongqing,China,2022-09-09,1010,6,,
Hainan,China,2022-09-09,8944,6,,
Macau,China,2022-09-09,793,6,,
Anhui,China,2022-04-09,1054,6,,
Chongqing,China,2022-04-09,693,6,,
Hainan,China,2022-04-09,243,6,,
Anhui,China,2022-05-17,1065,6,,
Chongqing,China,2022-05-17,708,6,,
Hainan,China,2022-05-17,288,6,,
Anhui,China,2020-07-11,991,6,985,0
Chongqing,China,2020-07-11,582,6,575,1
Hainan,China,2020-07-11,171,6,165,0
Hebei,China,2020-07-11,349,6,339,4
Anhui,China,2020-12-15,992,6,986,0
Chongqing,China,2020-12-15,590,6,583,1
Hainan,China,2020-12-15,171,6,165,0
Hebei,China,2020-12-15,373,6,367,0
Anhui,China,2022-06-25,1065,6,,
Chongqing,China,2022-06-25,726,6,,
Hainan,China,2022-06-25,288,6,,
Anhui,China,2020-07-01,991,6,985,0
Chongqing,China,2020-07-01,582,6,573,3
Hainan,China,2020-07-01,171,6,165,0
Hebei,China,2020-07-01,349,6,334,9
Anhui,China,2020-11-06,991,6,985,0
Chongqing,China,2020-11-06,589,6,580,3
Hainan,China,2020-11-06,171,6,165,0
Hebei,China,2020-11-06,373,6,360,7
Anhui,China,2021-10-23,1008,6,,
Chongqing,China,2021-10-23,603,6,,
Hainan,China,2021-10-23,190,6,,
Anhui,China,2020-07-07,991,6,985,0
Chongqing,China,2020-07-07,582,6,574,2
Hainan,China,2020-07-07,171,6,165,0
Hebei,China,2020-07-07,349,6,337,6
Anhui,China,2020-08-16,991,6,985,0
Chongqing,China,2020-08-16,583,6,577,0
Hainan,China,2020-08-16,171,6,165,0
Hebei,China,2020-08-16,351,6,343,2
Anhui,China,2020-05-10,991,6,985,0
Chongqing,China,2020-05-10,579,6,573,0
Hainan,China,2020-05-10,168,6,162,0
Hebei,China,2020-05-10,328,6,321,1
Anhui,China,2021-05-19,1001,6,988,7
Chongqing,China,2021-05-19,598,6,586,6
Hainan,China,2021-05-19,188,6,176,6
Anhui,China,2020-10-01,991,6,985,0
Chongqing,China,2020-10-01,585,6,578,1
Hainan,China,2020-10-01,171,6,165,0
Hebei,China,2020-10-01,365,6,358,1
Anhui,China,2021-11-19,1008,6,,
Chongqing,China,2021-11-19,610,6,,
Hainan,China,2021-11-19,190,6,,
Anhui,China,2022-03-29,1036,6,,
Chongqing,China,2022-03-29,689,6,,
Hainan,China,2022-03-29,194,6,,
Anhui,China,2021-06-27,1004,6,998,0
